	polarity	word
846	positive	 merveilleux
847	positive	 méticuleusement
848	positive	 méticuleux
849	positive	 mieux
850	positive	 mieux connus
851	positive	 mieux que prévu
852	positive	 mignon
853	positive	 miraculeuse
854	positive	 miraculeusement
855	positive	 mise à jour
856	positive	 miséricordieux
857	positive	 moderne
858	positive	 modeste
859	positive	 moins cher
860	positive	 mondialement célèbre
861	positive	 monumentale
862	positive	 morale
863	positive	 motivation
864	positive	 motivé
865	positive	 motivez
866	positive	 mouvement
867	positive	 moyens
868	positive	 multi-usage
869	positive	 mûrement
870	positive	 mutualite
871	positive	 naissance
872	positive	 narcissisme
873	positive	 nature
874	positive	 navigables
875	positive	 néoténie
876	positive	 net
877	positive	 neuf
878	positive	 noblement
879	positive	 non equivoque
880	positive	 non utilisé
881	positive	 non-résistance
882	positive	 non-résistent
883	positive	 non-violente
884	positive	 notamment
885	positive	 nourries
886	positive	 nourrir
887	positive	 nouveau
888	positive	 nouveauté
889	positive	 nullemen
890	positive	 numéro gratuit
891	positive	 obéissant
892	positive	 obtenu
893	positive	 om-mani padme-hum-
894	positive	 opportunité
895	positive	 optimise
896	positive	 optimiser
897	positive	 optimisme
898	positive	 optimiste
899	positive	 ordre
900	positive	 organisation
901	positive	 orientation
902	positive	 originalite
903	positive	 oui
904	positive	 ouvert
905	positive	 ouvert d’esprit
906	positive	 ouvertement
907	positive	 ouverture
908	positive	 pacifier
909	positive	 pacifique
910	positive	 pacte
911	positive	 paillard
912	positive	 paisible
913	positive	 paisiblement
914	positive	 paix
915	positive	 palpitante
916	positive	 panacée
917	positive	 panoramique
918	positive	 pape
919	positive	 pardon
920	positive	 pardon à soi-
921	positive	 pardonner
922	positive	 parenté
923	positive	 parfait
924	positive	 parfaitement
925	positive	 partager
926	positive	 passion
927	positive	 passionné
928	positive	 patiemment
929	positive	 patriotique
930	positive	 pêche
931	positive	 pensée positive
932	positive	 pensivement
933	positive	 percée
934	positive	 permettre
935	positive	 permis
936	positive	 persévérance
937	positive	 persévérer
938	positive	 persistance
939	positive	 personnages
940	positive	 personnalisés
941	positive	 perspicace
942	positive	 perspicacité
943	positive	 phénoménale
944	positive	 phénoménalement
945	positive	 piete
946	positive	 piété
947	positive	 pieux
948	positive	 piquant
949	positive	 plaisir
950	positive	 plein d’entrain
951	positive	 plénitude
952	positive	 plus
953	positive	 plus connu
954	positive	 plus difficile
955	positive	 plus facile
956	positive	 plus fort
957	positive	 plus frais
958	positive	 plus rapide
959	positive	 plus résistantes
960	positive	 plus spacieux
961	positive	 plus stable
962	positive	 plus vendue
963	positive	 plus vite
964	positive	 poétique
965	positive	 poétiser
966	positive	 points forts
967	positive	 poli
968	positive	 politesse
969	positive	 polyvalence
970	positive	 polyvalent
971	positive	 ponctualité
972	positive	 ponctuel
973	positive	 populaire
974	positive	 porteur
975	positive	 positif
976	positive	 positif circonstances
977	positive	 positif croyances
978	positive	 positif événements
979	positive	 positif pensées
980	positive	 positif-mind
981	positive	 positifs
982	positive	 positifs mots
983	positive	 positive
984	positive	 pouce en l’air
985	positive	 pouces vers le haut
986	positive	 pour trois fois rien
987	positive	 pour vous
988	positive	 pratique
989	positive	 précieux
990	positive	 précise
991	positive	 précision
992	positive	 preeminent
993	positive	 prééminent
994	positive	 préférables
995	positive	 préférant
996	positive	 préfère
997	positive	 preference
998	positive	 préférés
999	positive	 premier ordre
1000	positive	 première classe
1001	positive	 première en classe
1002	positive	 préparation
1003	positive	 présence
1004	positive	 prestigieux
1005	positive	 prets
1006	positive	 prévenance
1007	positive	 prévenant
1008	positive	 prévoyance
1009	positive	 principaux
1010	positive	 principes
1011	positive	 prise de risques
1012	positive	 privilégié
1013	positive	 prix
1014	positive	 proactivité
1015	positive	 problème-gratuit
1016	positive	 prodigieusement
1017	positive	 prodigieux
1018	positive	 productif
1019	positive	 productive
1020	positive	 produire
1021	positive	 profiter
1022	positive	 profonde
1023	positive	 profondément
1024	positive	 profus
1025	positive	 promesse
1026	positive	 promesses
1027	positive	 prometteur
1028	positive	 promise
1029	positive	 promoteur
1030	positive	 promptitude
1031	positive	 propice
1032	positive	 proposée
1033	positive	 propre
1034	positive	 proprement
1035	positive	 propreté
1036	positive	 prospère
1037	positive	 prospérité
1038	positive	 protection
1039	positive	 protéger
1040	positive	 prouve
1041	positive	 prouver
1042	positive	 proximité
1043	positive	 prudence
1044	positive	 puissamment
1045	positive	 puissance
1046	positive	 puissant
1047	positive	 qualifié
1048	positive	 qualifier
1049	positive	 qualifiés
1050	positive	 qualité
1051	positive	 quiddité
1052	positive	 quotidien
1053	positive	 rachat
1054	positive	 racheter
1055	positive	 raffinement
1056	positive	 rafraîchi
1057	positive	 rafraîchissante
1058	positive	 ragaillardé
1059	positive	 raison
1060	positive	 raisonnable
1061	positive	 raisonnablement
1062	positive	 rajeuni
1063	positive	 rajeunir
1064	positive	 rajeunissante
1065	positive	 rapidement
1066	positive	 rapidite
1067	positive	 rapports
1068	positive	 rapprochement
1069	positive	 rationalite
1070	positive	 ravi
1071	positive	 ravir
1072	positive	 ravis
1073	positive	 ravissement
1074	positive	 ravive
1075	positive	 réaffirmation
1076	positive	 reaffirment
1077	positive	 réalisable
1078	positive	 réalisation
1079	positive	 réalisations
1080	positive	 réaliste
1081	positive	 réalistement
1082	positive	 réalité
1083	positive	 réassurance
1084	positive	 réceptif
1085	positive	 recherche
1086	positive	 recommandation
1087	positive	 recommandations
1088	positive	 recommandé
1089	positive	 recommander
1090	positive	 recommandons
1091	positive	 récompense
1092	positive	 récompenser
1093	positive	 réconfortant
1094	positive	 réconfortante
1095	positive	 reconnaissance
1096	positive	 reconnaissants
1097	positive	 record
1098	positive	 recours
1099	positive	 rectification
1100	positive	 recueillis
1101	positive	 récupération
1102	positive	 récupérer
1103	positive	 redempteur
1104	positive	 redresser
1105	positive	 réduction des coûts
1106	positive	 réfléchie
1107	positive	 reforme
1108	positive	 réforme
1109	positive	 réformes
1110	positive	 réglable
1111	positive	 réjouissance
1112	positive	 réjouissances
1113	positive	 relations
1114	positive	 remarquable
1115	positive	 remarquablement
1116	positive	 rembourse
1117	positive	 remboursement
1118	positive	 remerciements
1119	positive	 remise
1120	positive	 remplaçable
1121	positive	 remplie
1122	positive	 rémunéré
1123	positive	 rémunérer
1124	positive	 renommée
1125	positive	 renouvelé
1126	positive	 renseignée
1127	positive	 rentable
1128	positive	 répit
1129	positive	 repos
1130	positive	 reposant
1131	positive	 réputation
1132	positive	 réputé
1133	positive	 résolument
1134	positive	 respect de soi
1135	positive	 respectueusement
1136	positive	 respectueux
1137	positive	 respectueux de la loi
1138	positive	 resplendissante
1139	positive	 responsabilité
1140	positive	 responsable
1141	positive	 ressortir
1142	positive	 restauree
1143	positive	 restructuration
1144	positive	 résultat
1145	positive	 retentissant
1146	positive	 retenu
1147	positive	 rétractable
1148	positive	 réussi
1149	positive	 réussir
1150	positive	 rêve
1151	positive	 réveillé
1152	positive	 révélation
1153	positive	 révérence
1154	positive	 révérencieux
1155	positive	 revigoré
1156	positive	 revigorer
1157	positive	 revitalisation
1158	positive	 revivre
1159	positive	 révolutionnaire
1160	positive	 revolutionne
1161	positive	 révolutionne
1162	positive	 revolutionner
1163	positive	 riche
1164	positive	 riche en fonctionnalités
1165	positive	 richement
1166	positive	 richesse
1167	positive	 rire
1168	positive	 robuste
1169	positive	 robustesse
1170	positive	 romancer
1171	positive	 romantique
1172	positive	 romantiquement
1173	positive	 rose
1174	positive	 royalement
1175	positive	 sacre
1176	positive	 sacré
1177	positive	 s’adoucir
1178	positive	 sagacité
1179	positive	 sage
1180	positive	 sagement
1181	positive	 sagesse
1182	positive	 saine
1183	positive	 saint
1184	positive	 saint-
1185	positive	 sainteté
1186	positive	 saisissante
1187	positive	 saluent
1188	positive	 salut
1189	positive	 salutaire
1190	positive	 sanctifié
1191	positive	 sans condition
1192	positive	 sans crainte
1193	positive	 sans douleur
1194	positive	 sans problème
1195	positive	 sans risque
1196	positive	 sans tache
1197	positive	 sans vergogne
1198	positive	 santé
1199	positive	 satisfaction
1200	positive	 satisfaire
1201	positive	 satisfaisant
1202	positive	 satisfait
1203	positive	 sautage
1204	positive	 sauvegarder
1205	positive	 sauveur
1206	positive	 savoir
1207	positive	 savourer
1208	positive	 scintillant
1209	positive	 sculptural
1210	positive	 se connecter
1211	positive	 se délecter
1212	positive	 se montrer plus malin
1213	positive	 se sentir bien
1214	positive	 securise
1215	positive	 sécurité
1216	positive	 séduisante
1217	positive	 séduit
1218	positive	 sens
1219	positive	 sensationnelle
1220	positive	 sensations
1221	positive	 sensibilisation
1222	positive	 sensible
1223	positive	 serein
1224	positive	 serenite
1225	positive	 sérieusement
1226	positive	 sérieux
1227	positive	 servir
1228	positive	 sévères
1229	positive	 sexuelle expression
1230	positive	 significatif
1231	positive	 significative
1232	positive	 s’il vous plaît
1233	positive	 silencieux
1234	positive	 simple
1235	positive	 simplicité
1236	positive	 simplifie
1237	positive	 simplifiée
1238	positive	 simplifier
1239	positive	 sincèrement
1240	positive	 sincérité
1241	positive	 soigneusement
1242	positive	 soin
1243	positive	 soin de soi
1244	positive	 soins
1245	positive	 solidarité
1246	positive	 solide
1247	positive	 solidite
1248	positive	 sollicitude
1249	positive	 somptueusement
1250	positive	 somptueux
1251	positive	 somptuosité
1252	positive	 sonore
1253	positive	 sophistiquée
1254	positive	 sortant
1255	positive	 soucieux
1256	positive	 souhaitant
1257	positive	 soulagé
1258	positive	 soulager
1259	positive	 souplesse
1260	positive	 souriant
1261	positive	 sourire
1262	positive	 soutenu
1263	positive	 soutenue
1264	positive	 soutien
1265	positive	 spacieuse
1266	positive	 spacieux
1267	positive	 spécialisés
1268	positive	 spectaculaire
1269	positive	 spirituel
1270	positive	 splendeur
1271	positive	 spontanéité
1272	positive	 sportif
1273	positive	 stabilisation
1274	positive	 stabilité
1275	positive	 stables
1276	positive	 stimulante
1277	positive	 stimule
1278	positive	 stimulé
1279	positive	 stimuler
1280	positive	 studieuse
1281	positive	 stupéfait
1282	positive	 stupéfie
1283	positive	 style
1284	positive	 stylisé
1285	positive	 suavement
1286	positive	 subjugué
1287	positive	 subventionne
1288	positive	 subventionnée
1289	positive	 subventionnement
1290	positive	 subventionner
1291	positive	 succède
1292	positive	 succès
1293	positive	 sucrer
1294	positive	 suffi
1295	positive	 suffisamment
1296	positive	 suffisant
1297	positive	 suffit
1298	positive	 super pouvoir
1299	positive	 superbe
1300	positive	 superbement
1301	positive	 superieure
1302	positive	 supérieure
1303	positive	 suprématie
1304	positive	 suprêmement
1305	positive	 sur un seul point
1306	positive	 surestimation
1307	positive	 surmonter
1308	positive	 surpassé
1309	positive	 surpasser
1310	positive	 surperformant
1311	positive	 surperforme
1312	positive	 surperformé
1313	positive	 surperformer
1314	positive	 surpris
1315	positive	 survie
1316	positive	 survivant
1317	positive	 susciter
1318	positive	 sympathie
1319	positive	 sympathique
1320	positive	 sympathisants
1321	positive	 sympathiser
1322	positive	 synergie
1323	positive	 systématisation
1324	positive	 talent
1325	positive	 temps
1326	positive	 temps-honoré
1327	positive	 tendance
1328	positive	 tendresse
1329	positive	 tentation
1330	positive	 terre
1331	positive	 terrible
1332	positive	 terriblement
1333	positive	 thérapie
1334	positive	 titillant
1335	positive	 titiller
1336	positive	 tolérance
1337	positive	 touché
1338	positive	 tourmenter
1339	positive	 tout autour
1340	positive	 tranquille
1341	positive	 tranquillité
1342	positive	 transformatif
1343	positive	 transformer
1344	positive	 travail
1345	positive	 travail d’équipe
1346	positive	 travaille
1347	positive	 travailleur
1348	positive	 travaux
1349	positive	 très
1350	positive	 triomphalement
1351	positive	 trivialement
1352	positive	 trompette
1353	positive	 un prodige
1354	positive	 un résolveur de problèmes
